customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,monthly_debt,num_active_loans
17728.0,22,13200.0,RENT,0.0,HOMEIMPROVEMENT,A,2500.0,9.91,2,,3,NO DEFAULT,2142.7059830287217,3
17729.0,25,49000.0,MORTGAGE,9.0,PERSONAL,A,7000.0,6.99,5,,3,NO DEFAULT,7257.10374363446,5
17730.0,22,60000.0,RENT,0.0,VENTURE,A,5500.0,7.88,2,,3,NO DEFAULT,6750.768959170893,3
17731.0,22,26400.0,RENT,1.0,PERSONAL,B,3500.0,15.27,2,,3,NO DEFAULT,10792.552084434044,5
17732.0,24,42000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000.0,8.59,4,,3,NO DEFAULT,5664.67183969806,4
17733.0,22,50000.0,RENT,4.0,EDUCATION,A,10000.0,9.32,2,,3,NO DEFAULT,18116.979082473623,3
17734.0,25,34000.0,MORTGAGE,2.0,MEDICAL,B,15450.0,11.22,5,Y,4,DEFAULT,8201.21948756346,2
17735.0,24,80000.0,MORTGAGE,0.0,PERSONAL,A,6000.0,8.59,4,,2,NO DEFAULT,22344.633682036132,1
17736.0,24,55782.0,RENT,3.0,HOMEIMPROVEMENT,A,17000.0,7.51,4,,2,NO DEFAULT,26170.89711673716,1
17737.0,26,65935.0,RENT,1.0,EDUCATION,C,24250.0,14.96,6,N,4,DEFAULT,25932.839702290894,1
17738.0,23,82000.0,RENT,2.0,DEBTCONSOLIDATION,A,20900.0,12.69,3,,2,NO DEFAULT,18534.579213047164,2
17739.0,25,46800.0,RENT,5.0,EDUCATION,B,12000.0,13.11,5,N,4,DEFAULT,9390.47346416841,2
17740.0,23,108000.0,RENT,7.0,DEBTCONSOLIDATION,A,10000.0,,3,,3,NO DEFAULT,51896.202278143326,1
17741.0,25,78000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,9000.0,11.78,5,Y,3,DEFAULT,32720.038466803613,4
17742.0,24,67000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12150.0,10.37,4,,3,NO DEFAULT,31411.822706339273,2
17743.0,22,19680.0,RENT,2.0,MEDICAL,C,7750.0,14.83,2,N,4,DEFAULT,6934.906432127707,2
17744.0,23,43200.0,RENT,2.0,EDUCATION,C,9100.0,13.24,3,N,3,DEFAULT,9079.99800594897,2
17745.0,24,80000.0,MORTGAGE,8.0,MEDICAL,A,5550.0,8.49,4,,3,NO DEFAULT,12456.623396951514,1
17746.0,22,50663.0,RENT,0.0,EDUCATION,B,7500.0,13.22,2,,2,NO DEFAULT,5613.882462101887,2
17747.0,26,122500.0,RENT,1.0,HOMEIMPROVEMENT,A,10000.0,10.65,6,,2,NO DEFAULT,29594.381744872102,2
17748.0,22,33600.0,OWN,1.0,DEBTCONSOLIDATION,C,5000.0,18.25,2,,2,NO DEFAULT,11231.27114284772,4
17749.0,22,88512.0,MORTGAGE,6.0,EDUCATION,A,3000.0,5.79,2,,2,NO DEFAULT,13201.185326148294,1
17750.0,23,28800.0,RENT,5.0,EDUCATION,A,2800.0,10.38,3,,2,NO DEFAULT,7564.314947205464,3
17751.0,22,48000.0,MORTGAGE,6.0,EDUCATION,A,9925.0,9.63,2,,3,NO DEFAULT,23986.58898494619,4
17752.0,23,75000.0,RENT,0.0,VENTURE,A,6000.0,11.48,3,,2,NO DEFAULT,33411.35249429833,5
17753.0,24,110000.0,RENT,5.0,PERSONAL,A,12000.0,7.9,4,,3,NO DEFAULT,51058.23024054346,2
17754.0,26,46000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7000.0,9.99,6,N,4,DEFAULT,20561.678259835167,4
17755.0,24,85000.0,RENT,0.0,HOMEIMPROVEMENT,A,16000.0,6.91,4,,3,NO DEFAULT,30018.561401660943,1
17756.0,23,45000.0,RENT,2.0,EDUCATION,B,1700.0,14.72,3,,2,NO DEFAULT,18884.487191050794,2
17757.0,23,72000.0,RENT,3.0,EDUCATION,A,10800.0,7.88,3,,2,NO DEFAULT,18749.757163283102,1
17758.0,21,35324.0,RENT,4.0,EDUCATION,A,6000.0,,1,,4,NO DEFAULT,10750.049923453025,1
17759.0,21,15600.0,RENT,0.0,MEDICAL,A,2800.0,7.4,1,,4,NO DEFAULT,6421.026833220066,4
17760.0,24,40944.0,RENT,0.0,MEDICAL,A,8200.0,11.36,4,,4,NO DEFAULT,12588.671596723629,3
17761.0,25,105000.0,MORTGAGE,3.0,VENTURE,B,12000.0,12.84,5,,3,NO DEFAULT,44744.98111214475,5
17762.0,21,26000.0,RENT,2.0,EDUCATION,D,7750.0,16.7,1,N,3,DEFAULT,4404.310445943735,1
17763.0,24,31000.0,RENT,8.0,VENTURE,B,13500.0,13.43,4,Y,4,DEFAULT,11108.842471113838,1
17764.0,22,60000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000.0,8.9,2,,3,NO DEFAULT,6106.899548674564,2
17765.0,24,28000.0,RENT,3.0,MEDICAL,D,6400.0,14.75,4,Y,4,NO DEFAULT,13373.235598877005,3
17766.0,23,99996.0,MORTGAGE,2.0,EDUCATION,A,4800.0,11.49,3,,4,NO DEFAULT,46858.02291658023,4
17767.0,23,33204.0,RENT,7.0,EDUCATION,B,2000.0,14.72,3,Y,2,NO DEFAULT,6234.418165931209,4
17768.0,21,29004.0,RENT,5.0,PERSONAL,B,11000.0,14.22,1,Y,4,DEFAULT,11372.179052831727,5
17769.0,22,45000.0,MORTGAGE,2.0,EDUCATION,C,8000.0,16.49,2,Y,4,NO DEFAULT,16096.627698507515,2
17770.0,22,25000.0,OWN,1.0,EDUCATION,A,11100.0,9.63,2,,3,NO DEFAULT,11281.764081077145,2
17771.0,25,93000.0,RENT,3.0,HOMEIMPROVEMENT,A,12000.0,,5,,3,NO DEFAULT,10395.026296916612,4
17772.0,24,26400.0,RENT,4.0,EDUCATION,A,8875.0,6.62,4,,3,NO DEFAULT,8990.381042144982,3
17773.0,24,67000.0,OWN,2.0,MEDICAL,A,16000.0,12.69,4,,2,NO DEFAULT,10766.853393754282,2
17774.0,25,62500.0,RENT,2.0,DEBTCONSOLIDATION,C,12000.0,16.77,5,N,4,DEFAULT,11050.680288954343,1
17775.0,26,78000.0,MORTGAGE,7.0,VENTURE,A,7200.0,6.62,6,,4,NO DEFAULT,8750.933015402443,1
17776.0,23,68000.0,RENT,1.0,VENTURE,D,14400.0,17.99,3,N,2,DEFAULT,33390.26663341991,3
17777.0,24,35000.0,RENT,4.0,MEDICAL,A,1850.0,7.12,4,,3,NO DEFAULT,11750.487714242547,4
17778.0,25,45000.0,RENT,1.0,MEDICAL,A,10000.0,11.89,5,,3,NO DEFAULT,11017.859948931797,4
17779.0,23,69000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000.0,14.96,3,N,4,DEFAULT,20117.945946651864,3
17780.0,22,80000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1500.0,10.37,2,,4,NO DEFAULT,26806.152194188864,3
17781.0,26,56000.0,RENT,6.0,DEBTCONSOLIDATION,B,8150.0,12.87,6,,2,NO DEFAULT,13193.639680406279,5
17782.0,23,40308.0,MORTGAGE,1.0,MEDICAL,A,5000.0,7.68,3,,3,NO DEFAULT,4558.56973823714,5
17783.0,24,49200.0,OWN,8.0,PERSONAL,B,4000.0,13.06,4,Y,3,NO DEFAULT,24487.481223522693,2
17784.0,24,54000.0,MORTGAGE,8.0,PERSONAL,A,4000.0,9.99,4,,2,NO DEFAULT,13588.206127994485,4
17785.0,23,50400.0,MORTGAGE,7.0,VENTURE,A,2500.0,10.99,3,,2,NO DEFAULT,17955.960099453212,3
17786.0,22,41000.0,RENT,6.0,VENTURE,A,5000.0,,2,Y,2,NO DEFAULT,5070.65413577925,1
17787.0,25,70000.0,MORTGAGE,9.0,EDUCATION,A,16000.0,12.18,5,,4,NO DEFAULT,15402.536825818694,2
17788.0,23,87000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7500.0,11.28,3,Y,4,NO DEFAULT,27990.83849617532,4
17789.0,21,72500.0,RENT,3.0,EDUCATION,B,14000.0,13.49,1,Y,3,NO DEFAULT,19057.490223248213,3
17790.0,24,42000.0,MORTGAGE,8.0,PERSONAL,C,2500.0,15.28,4,Y,2,NO DEFAULT,15455.271427347108,3
17791.0,26,60996.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000.0,12.21,6,,4,NO DEFAULT,20153.16510299009,1
17792.0,23,200000.0,MORTGAGE,4.0,EDUCATION,A,6000.0,11.86,3,,3,NO DEFAULT,55118.463139309904,4
17793.0,25,57000.0,RENT,0.0,PERSONAL,B,15000.0,13.85,5,Y,2,NO DEFAULT,23802.575596324,2
17794.0,26,21000.0,OWN,4.0,VENTURE,B,8000.0,13.79,6,,2,NO DEFAULT,3494.5036805360933,5
17795.0,25,55000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200.0,8.49,5,,2,NO DEFAULT,6043.77461328896,3
17796.0,24,45996.0,RENT,2.0,VENTURE,B,10800.0,13.16,4,,4,NO DEFAULT,18117.16034257716,2
17797.0,21,20400.0,RENT,2.0,VENTURE,A,4500.0,10.99,1,,3,NO DEFAULT,3199.4606781555485,5
17798.0,23,34800.0,RENT,6.0,VENTURE,A,6600.0,7.49,3,Y,2,NO DEFAULT,10212.850126702411,4
17799.0,25,77078.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3425.0,12.18,5,,4,NO DEFAULT,26983.407105965794,1
17800.0,26,100000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,24000.0,10.99,6,,4,NO DEFAULT,16262.575201391632,3
17801.0,26,34000.0,MORTGAGE,6.0,PERSONAL,A,12000.0,6.03,6,,2,NO DEFAULT,15512.299082487925,2
17802.0,25,52000.0,MORTGAGE,8.0,EDUCATION,B,3900.0,,5,Y,4,NO DEFAULT,23499.824434644914,4
17803.0,24,93000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000.0,16.29,4,Y,3,DEFAULT,16180.814553010063,4
17804.0,25,29000.0,RENT,9.0,EDUCATION,A,3000.0,6.62,5,N,4,DEFAULT,4153.47595771982,2
17805.0,21,20004.0,OWN,2.0,EDUCATION,A,2500.0,9.63,1,,3,NO DEFAULT,5395.062971701571,2
17806.0,24,120000.0,OWN,8.0,EDUCATION,A,5275.0,5.42,4,,4,NO DEFAULT,47557.753960282265,2
17807.0,23,36000.0,RENT,5.0,EDUCATION,A,10000.0,9.99,3,,2,NO DEFAULT,17621.95468908864,3
17808.0,23,72250.0,RENT,7.0,MEDICAL,A,30000.0,10.65,3,,2,NO DEFAULT,26913.42201310517,5
17809.0,23,66000.0,RENT,7.0,MEDICAL,A,5000.0,10.39,3,,4,NO DEFAULT,10930.705735674683,2
17810.0,24,193000.0,MORTGAGE,8.0,EDUCATION,B,10000.0,13.06,4,,4,NO DEFAULT,94996.65938123687,5
17811.0,26,92500.0,RENT,3.0,DEBTCONSOLIDATION,A,12000.0,11.71,6,,4,NO DEFAULT,26292.982541695306,3
17812.0,24,105000.0,RENT,2.0,HOMEIMPROVEMENT,A,13800.0,7.66,4,,3,NO DEFAULT,19975.590869264917,4
17813.0,25,45000.0,RENT,4.0,VENTURE,A,8000.0,10.38,5,Y,2,NO DEFAULT,5381.052162496215,4
17814.0,23,75000.0,RENT,4.0,PERSONAL,A,5000.0,,3,,4,NO DEFAULT,19728.108570936194,4
17815.0,24,43680.0,RENT,1.0,EDUCATION,A,10800.0,5.42,4,,4,NO DEFAULT,6705.142561367846,4
17816.0,24,57500.0,RENT,4.0,DEBTCONSOLIDATION,B,2525.0,,4,,4,NO DEFAULT,8391.679507470375,4
17817.0,22,30000.0,OWN,,MEDICAL,B,7000.0,13.98,2,Y,2,NO DEFAULT,8020.422026022655,2
17818.0,26,34000.0,RENT,5.0,VENTURE,A,7500.0,7.9,6,,4,NO DEFAULT,14132.753688028988,1
17819.0,22,32500.0,RENT,0.0,VENTURE,A,12000.0,11.49,2,,3,NO DEFAULT,4833.659003735452,2
17820.0,26,31200.0,RENT,8.0,PERSONAL,A,5000.0,8.63,6,,2,NO DEFAULT,4849.406222850579,4
17821.0,25,77000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000.0,7.49,5,,4,NO DEFAULT,29479.692389985303,1
17822.0,22,40000.0,MORTGAGE,6.0,VENTURE,A,4500.0,11.71,2,,3,NO DEFAULT,10838.204753498663,3
17823.0,25,44000.0,MORTGAGE,7.0,EDUCATION,A,7500.0,10.08,5,N,4,DEFAULT,10008.993535990596,2
17824.0,22,19200.0,RENT,0.0,DEBTCONSOLIDATION,D,3000.0,,2,Y,2,DEFAULT,9552.89463112232,5
17825.0,25,66000.0,RENT,9.0,EDUCATION,C,25000.0,15.33,5,N,2,DEFAULT,14431.959799987848,1
17826.0,25,25716.0,RENT,1.0,MEDICAL,A,9250.0,6.54,5,N,2,DEFAULT,10372.512061839376,2
17827.0,25,40000.0,MORTGAGE,6.0,PERSONAL,B,5000.0,12.61,5,Y,4,NO DEFAULT,12212.010229118638,3
17828.0,26,45000.0,RENT,3.0,MEDICAL,A,1500.0,10.25,6,,4,NO DEFAULT,21425.245837725277,2
17829.0,24,48200.0,RENT,3.0,VENTURE,A,5000.0,10.38,4,,3,NO DEFAULT,7815.178975756126,5
17830.0,23,117696.0,MORTGAGE,2.0,MEDICAL,A,15000.0,6.03,3,,4,NO DEFAULT,36664.7191895324,5
17831.0,26,54000.0,RENT,0.0,MEDICAL,C,13200.0,14.91,6,Y,2,DEFAULT,9718.218011792158,5
17832.0,24,38000.0,RENT,0.0,PERSONAL,A,12000.0,11.89,4,,3,NO DEFAULT,7994.950084368593,1
17833.0,22,52000.0,MORTGAGE,6.0,EDUCATION,B,9750.0,13.06,2,Y,2,NO DEFAULT,8060.837270994698,5
17834.0,32,1200000.0,MORTGAGE,1.0,VENTURE,A,12000.0,7.51,2,,8,NO DEFAULT,547566.8321814709,1
17835.0,34,948000.0,MORTGAGE,18.0,PERSONAL,B,2000.0,9.99,4,,7,NO DEFAULT,473930.4978709098,4
17836.0,29,70500.0,RENT,5.0,PERSONAL,A,3500000.0,8.9,9,,6,NO DEFAULT,18764.004536707194,5
17837.0,33,77100.0,RENT,6.0,DEBTCONSOLIDATION,A,35000.0,8.49,3,N,9,DEFAULT,15532.988227363807,2
17838.0,29,10000.0,OWN,0.0,PERSONAL,B,3250.0,11.12,9,N,9,DEFAULT,4635.767703599131,2
17839.0,28,80000.0,RENT,12.0,EDUCATION,D,35000.0,15.62,8,N,10,DEFAULT,25394.09423853946,1
17840.0,29,80000.0,RENT,2.0,DEBTCONSOLIDATION,C,35000.0,12.68,9,Y,10,DEFAULT,31133.508990813956,5
17841.0,35,648000.0,MORTGAGE,6.0,PERSONAL,D,10000.0,17.19,5,Y,8,NO DEFAULT,234655.9616306231,1
17842.0,29,85000.0,RENT,1.0,PERSONAL,B,35000.0,11.99,9,N,8,DEFAULT,20346.64245734734,4
17843.0,31,73000.0,RENT,8.0,EDUCATION,D,35000.0,19.29,1,Y,10,DEFAULT,35121.64450342644,1
17844.0,34,89000.0,RENT,3.0,HOMEIMPROVEMENT,D,35000.0,18.25,4,N,8,DEFAULT,15295.550000107718,5
17845.0,27,100000.0,RENT,1.0,DEBTCONSOLIDATION,C,35000.0,16.11,7,N,9,DEFAULT,29771.61358643591,5
17846.0,30,10200.0,OWN,,HOMEIMPROVEMENT,B,5500.0,10.36,3,N,8,DEFAULT,3491.6709032749195,4
17847.0,30,504000.0,RENT,4.0,DEBTCONSOLIDATION,B,3000.0,11.36,3,,9,NO DEFAULT,223413.80948029584,5
17848.0,35,500000.0,MORTGAGE,17.0,DEBTCONSOLIDATION,C,20000.0,13.85,5,Y,7,NO DEFAULT,99810.83117516842,2
17849.0,35,500000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7500.0,12.29,5,Y,9,NO DEFAULT,82122.72811056595,4
17850.0,33,468000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,D,3750.0,15.62,3,Y,10,DEFAULT,98383.52710231347,2
17851.0,34,120000.0,RENT,17.0,VENTURE,B,35000.0,10.59,4,,6,NO DEFAULT,55576.03893370087,4
17852.0,27,10400.0,OWN,,PERSONAL,C,4750.0,14.72,7,Y,7,DEFAULT,4961.770866791191,1
17853.0,33,138000.0,RENT,0.0,PERSONAL,D,35000.0,18.64,3,Y,7,DEFAULT,48645.972429110465,5
17854.0,34,156000.0,RENT,4.0,EDUCATION,A,35000.0,,4,,5,NO DEFAULT,49143.743516820956,3
17855.0,30,10800.0,OWN,,EDUCATION,B,2400.0,9.99,3,N,7,DEFAULT,1564.015633276729,3
17856.0,29,160000.0,RENT,4.0,VENTURE,C,35000.0,14.27,9,Y,8,NO DEFAULT,24508.491883530398,1
17857.0,31,150000.0,RENT,,EDUCATION,D,35000.0,18.25,1,N,6,DEFAULT,64221.665400090256,1
17858.0,33,400000.0,MORTGAGE,9.0,PERSONAL,A,15000.0,6.03,3,,10,NO DEFAULT,170877.02907107954,3
17859.0,31,400000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,28000.0,7.49,1,,6,NO DEFAULT,198679.20680208204,4
17860.0,29,400000.0,MORTGAGE,10.0,EDUCATION,B,25000.0,11.12,9,,8,NO DEFAULT,83460.83308462067,1
17861.0,34,325550.0,MORTGAGE,3.0,MEDICAL,D,35000.0,16.77,4,Y,6,DEFAULT,44139.620403467896,4
17862.0,33,390000.0,MORTGAGE,8.0,MEDICAL,B,35000.0,10.99,3,,8,NO DEFAULT,87027.42213950049,4
17863.0,27,390000.0,MORTGAGE,11.0,PERSONAL,B,10000.0,11.26,7,,6,NO DEFAULT,117569.0883788583,2
17864.0,28,165000.0,RENT,3.0,DEBTCONSOLIDATION,B,35000.0,11.49,8,,9,NO DEFAULT,25432.92342457748,2
17865.0,30,170000.0,RENT,4.0,EDUCATION,C,35000.0,13.06,3,Y,9,NO DEFAULT,50630.18391403191,3
17866.0,33,250000.0,RENT,0.0,MEDICAL,A,35000.0,7.29,3,,7,NO DEFAULT,46454.8313694266,3
17867.0,30,81000.0,RENT,14.0,DEBTCONSOLIDATION,B,34000.0,10.59,3,N,8,DEFAULT,20109.138402187862,5
17868.0,28,11029.0,MORTGAGE,12.0,MEDICAL,C,2150.0,10.78,8,Y,7,DEFAULT,4041.394280663448,1
17869.0,30,350000.0,OWN,3.0,PERSONAL,A,32000.0,6.62,3,,7,NO DEFAULT,145422.509818507,5
17870.0,33,350000.0,MORTGAGE,0.0,VENTURE,C,10000.0,14.65,3,Y,10,NO DEFAULT,62686.06851955956,2
17871.0,28,350000.0,RENT,1.0,DEBTCONSOLIDATION,B,20000.0,,8,,9,NO DEFAULT,66918.74609687045,5
17872.0,35,350000.0,MORTGAGE,10.0,VENTURE,D,35000.0,17.49,5,,7,NO DEFAULT,151658.50157432968,4
17873.0,29,338000.0,RENT,3.0,HOMEIMPROVEMENT,E,24000.0,17.8,9,N,8,DEFAULT,127848.19910473861,5
17874.0,34,287300.0,RENT,1.0,MEDICAL,C,15000.0,12.41,4,Y,8,DEFAULT,51528.5730169287,1
17875.0,32,348000.0,MORTGAGE,16.0,MEDICAL,B,25000.0,11.83,2,,8,NO DEFAULT,112313.40111865527,5
17876.0,30,340000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,E,25000.0,18.3,3,,8,NO DEFAULT,152208.1399544186,5
17877.0,28,336000.0,RENT,1.0,VENTURE,C,2150.0,13.06,8,Y,5,NO DEFAULT,137100.3408433902,1
17878.0,34,334000.0,OWN,18.0,EDUCATION,C,18000.0,12.68,4,Y,10,NO DEFAULT,115967.69824428535,4
17879.0,34,69996.0,RENT,13.0,MEDICAL,B,32000.0,10.99,4,N,8,DEFAULT,21073.103345388197,2
17880.0,28,11340.0,OWN,,DEBTCONSOLIDATION,A,2325.0,6.39,8,N,7,DEFAULT,3268.9755502635862,3
17881.0,30,11440.0,OWN,3.0,MEDICAL,C,1750.0,12.73,3,Y,5,NO DEFAULT,3581.6373311350862,2
17882.0,28,73000.0,RENT,0.0,PERSONAL,B,32000.0,11.99,8,N,9,DEFAULT,14344.435419805386,4
17883.0,28,105500.0,RENT,1.0,DEBTCONSOLIDATION,A,31000.0,8.49,8,,9,NO DEFAULT,48235.96664870014,1
17884.0,29,74000.0,RENT,2.0,DEBTCONSOLIDATION,D,30750.0,,9,N,6,DEFAULT,21713.005472014105,2
17885.0,32,307000.0,OWN,10.0,VENTURE,C,11000.0,14.26,2,Y,10,NO DEFAULT,140227.78869179002,3
17886.0,31,305000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,35000.0,17.58,1,Y,10,NO DEFAULT,137497.94541073646,1
17887.0,27,300000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000.0,14.27,7,Y,7,NO DEFAULT,84959.90394020914,4
17888.0,30,300000.0,MORTGAGE,13.0,EDUCATION,B,4000.0,10.65,3,,10,NO DEFAULT,118023.264890275,3
17889.0,34,61200.0,RENT,18.0,MEDICAL,B,30000.0,11.71,4,N,8,DEFAULT,28196.442632287017,1
17890.0,27,75000.0,RENT,11.0,PERSONAL,B,30000.0,10.65,7,N,5,DEFAULT,32694.937702474534,2
17891.0,29,80000.0,RENT,2.0,MEDICAL,B,30000.0,12.42,9,N,9,DEFAULT,11649.977753087576,5
17892.0,34,80000.0,RENT,0.0,DEBTCONSOLIDATION,A,30000.0,6.62,4,N,5,DEFAULT,14968.2516675454,3
17893.0,34,300000.0,MORTGAGE,18.0,DEBTCONSOLIDATION,B,16000.0,10.74,4,,9,NO DEFAULT,82516.78642724888,2
17894.0,29,244800.0,RENT,8.0,MEDICAL,D,8000.0,14.09,9,N,5,DEFAULT,77252.06379712405,4
17895.0,31,300000.0,MORTGAGE,1.0,VENTURE,D,25000.0,14.83,1,,9,NO DEFAULT,143688.87326158176,2
17896.0,32,288000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,25000.0,14.83,2,Y,10,DEFAULT,143074.11104135533,4
17897.0,28,288000.0,RENT,5.0,DEBTCONSOLIDATION,D,25000.0,17.93,8,N,8,DEFAULT,126957.3366129683,3
17898.0,29,105000.0,RENT,6.0,HOMEIMPROVEMENT,A,30000.0,5.99,9,,8,NO DEFAULT,40049.05727104012,1
17899.0,29,112260.0,RENT,5.0,EDUCATION,D,30000.0,17.49,9,,10,NO DEFAULT,16492.142123730267,2
17900.0,34,286000.0,MORTGAGE,11.0,VENTURE,A,30000.0,6.62,4,,6,NO DEFAULT,127924.66676363061,3
17901.0,34,285000.0,RENT,5.0,EDUCATION,B,21000.0,11.71,4,,10,NO DEFAULT,40687.14366687883,1
17902.0,33,285000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,10000.0,13.99,3,,7,NO DEFAULT,110503.31035560986,3
17903.0,30,232050.0,MORTGAGE,14.0,MEDICAL,D,25000.0,17.93,3,Y,9,DEFAULT,110892.60445335074,4
17904.0,28,285000.0,MORTGAGE,4.0,PERSONAL,D,25000.0,16.32,8,,6,NO DEFAULT,135414.61375453073,4
17905.0,31,284400.0,MORTGAGE,,VENTURE,B,5000.0,,1,,9,NO DEFAULT,63810.696963598406,1
17906.0,35,280000.0,MORTGAGE,19.0,HOMEIMPROVEMENT,C,21600.0,12.99,5,,8,NO DEFAULT,74760.92864295543,1
17907.0,29,280000.0,MORTGAGE,6.0,VENTURE,C,15000.0,12.99,9,,7,NO DEFAULT,48876.50100568637,4
17908.0,28,280000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000.0,11.36,8,,5,NO DEFAULT,123443.60297668971,5
17909.0,28,12000.0,OWN,,EDUCATION,B,3000.0,9.62,8,N,5,DEFAULT,3794.141311714765,2
17910.0,31,128000.0,RENT,2.0,VENTURE,D,30000.0,16.29,1,N,10,DEFAULT,59231.156011500076,4
17911.0,31,275000.0,MORTGAGE,9.0,PERSONAL,C,25000.0,13.85,1,,6,NO DEFAULT,35743.28655866533,2
17912.0,31,273655.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,19600.0,7.51,1,,5,NO DEFAULT,81006.11301191266,3
17913.0,27,258000.0,RENT,11.0,EDUCATION,D,35000.0,18.64,7,Y,7,DEFAULT,99351.54049713512,3
17914.0,30,270000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,35000.0,19.69,3,,8,NO DEFAULT,101065.10695382484,2
17915.0,30,270000.0,MORTGAGE,14.0,DEBTCONSOLIDATION,B,21000.0,11.26,3,,6,NO DEFAULT,70082.50923882598,3
17916.0,30,267000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000.0,10.36,3,,9,NO DEFAULT,77570.52863785923,4
17917.0,31,73000.0,RENT,15.0,HOMEIMPROVEMENT,B,29700.0,11.11,1,N,7,DEFAULT,16540.13082193024,1
17918.0,29,148616.0,RENT,2.0,EDUCATION,A,29550.0,8.9,9,,9,NO DEFAULT,50762.70251580764,5
17919.0,27,81300.0,RENT,3.0,VENTURE,B,29000.0,12.69,7,N,6,DEFAULT,9374.324365798644,2
17920.0,29,89000.0,RENT,1.0,EDUCATION,A,28800.0,7.49,9,,6,NO DEFAULT,24280.74214678185,4
17921.0,28,12000.0,OWN,,MEDICAL,B,2000.0,10.75,8,N,6,DEFAULT,4770.120346141703,1
17922.0,29,260000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000.0,10.37,9,,9,NO DEFAULT,126567.0334859281,4
17923.0,31,260000.0,MORTGAGE,14.0,VENTURE,A,18000.0,8.94,1,,9,NO DEFAULT,95273.16710305572,3
17924.0,31,260000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,25000.0,13.57,1,Y,10,NO DEFAULT,39503.96564311455,3
17925.0,31,258000.0,MORTGAGE,3.0,PERSONAL,A,28000.0,5.99,1,,5,NO DEFAULT,49128.61578700127,3
17926.0,28,250000.0,MORTGAGE,3.0,PERSONAL,B,35000.0,11.71,8,,7,NO DEFAULT,118891.94126499667,3
17927.0,27,238000.0,RENT,11.0,HOMEIMPROVEMENT,D,12000.0,17.27,7,N,7,DEFAULT,76712.2609530756,5
17928.0,27,65000.0,RENT,4.0,EDUCATION,A,28000.0,7.9,7,,6,NO DEFAULT,7376.722288328116,5
17929.0,34,12000.0,OWN,0.0,HOMEIMPROVEMENT,B,3250.0,10.99,4,N,5,DEFAULT,3534.771982954985,2
17930.0,32,202300.0,MORTGAGE,9.0,MEDICAL,D,25000.0,14.59,2,N,7,DEFAULT,75870.57234505605,2
17931.0,29,250000.0,MORTGAGE,12.0,VENTURE,A,8000.0,7.51,9,,10,NO DEFAULT,108583.99487424594,1
17932.0,31,250000.0,MORTGAGE,2.0,MEDICAL,C,4000.0,14.22,1,Y,10,NO DEFAULT,92079.9065498988,2
17933.0,35,250000.0,OWN,8.0,VENTURE,B,15000.0,9.88,5,,5,NO DEFAULT,56209.609384644624,3
17934.0,28,96000.0,RENT,3.0,HOMEIMPROVEMENT,A,28000.0,7.9,8,,10,NO DEFAULT,12428.883896942505,4
17935.0,29,12000.0,OWN,0.0,HOMEIMPROVEMENT,B,4500.0,11.14,9,N,6,DEFAULT,3483.2258710539318,4
17936.0,27,111000.0,RENT,11.0,PERSONAL,A,28000.0,7.9,7,,8,NO DEFAULT,33345.870189467896,1
17937.0,35,115000.0,RENT,1.0,VENTURE,B,28000.0,9.91,5,,6,NO DEFAULT,33485.27536208531,3
17938.0,35,87550.0,RENT,3.0,MEDICAL,E,28000.0,18.62,5,N,10,DEFAULT,28451.845842052982,2
17939.0,27,12000.0,OWN,0.0,EDUCATION,D,8125.0,14.42,7,Y,5,DEFAULT,4325.839316944793,2
